SiteCode,Study,number_pfas_sites_proximal,mean_dist_to_pfas_site,Burn_Area_5k_frac,Burn_area_50k_frac,Urbn_burn_5k_frac,Urbn_burn_50k_frac,OpenWater,PerennialIceSnow,DevelopedOpenSpace,DevelopedLowIntensity,DevelopedMediumIntensity,DevelopedHighIntensity,Barren,DeciduousForest,EvergreenForest,MixedForest,DwarfScrub,ShrubScrub,GrasslandHerbaceous,SedgeHerbaceous,Moss,PastureHay,CultivatedCrop,WoodyWetlands,EmergentHerbaceousWetlands
AHS040,Northeast Iowa,NA,NA,NA,NA,NA,NA,0.00760888,0,0.022998526,0.016776204,0.003758603,0.000206265,2.29E-05,0.078117066,0.002452259,0.014289567,0,1.15E-05,0.015641748,0,0,0.102078161,0.652690602,0.075034553,0.008445398
AHS041,Northeast Iowa,NA,NA,NA,NA,NA,NA,0.010966412,0,0.03421704,0.044152128,0.021806774,0.005110784,0.002498096,0.08281532,0.006405668,0.02063794,0,0,0.023021444,0,0,0.152143213,0.571193085,0.021165061,0.00380444
AHS042,Northeast Iowa,NA,NA,NA,NA,NA,NA,0.019732666,0,0.018804475,0.025473704,0.006875494,0.00053858,9.17E-05,0.037242257,4.58E-05,0.003208564,0,0.000160428,0.018632587,0,0,0.023147495,0.776140088,0.051978731,0.01792212
AHS043,Northeast Iowa,NA,NA,NA,NA,NA,NA,0.000618794,0,0.021130683,0.017154356,0.004732631,0.000378152,0.000699009,0.127666456,0.000126051,0.015767799,0,0.000171887,0.020202492,0,0,0.199446608,0.591945616,0,0
AHS044,Northeast Iowa,1,2481.325882,NA,NA,NA,NA,0.001638659,0,0.037528736,0.043808353,0.018552373,0.006589015,0.002314749,0.148476283,0.000458366,0.022563078,0,0.00053858,0.01669599,0,0,0.16222727,0.534180012,0.003609634,0.000733386
AHS045,Northeast Iowa,NA,NA,NA,NA,NA,NA,0.000240642,0,0.022631833,0.028430166,0.017394999,0.001409476,0.00366693,0.002521014,0.000469825,0.000687549,0,0,0.003265859,0,0,0.026711292,0.890009721,0.002280372,0.000217724
AHS046,Northeast Iowa,NA,NA,NA,NA,NA,NA,0.01262799,0,0.014862525,0.026642537,0.009293375,0.000721927,0.000527121,0.023239168,0.000309397,0.000492744,0,5.73E-05,0.013315539,0,0,0.057765605,0.727255329,0.107292077,0.005477477
AHS047,Northeast Iowa,NA,NA,NA,NA,NA,NA,0.002475178,0,0.018036711,0.019893095,0.00610773,0.000687549,9.17E-05,0.003517961,0.002223076,0.003265859,0,8.02E-05,0.009900711,0,0,0.034148285,0.898489496,0.000721927,0.000320856
AK_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.318427024,0,0.029679214,0.008571449,0.000206265,0,0.009270457,0.003884654,0.157930087,0.027364464,0,0.409389804,0,0,0,0.002543933,0,0.006829657,0.025966447
AK_10_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.062979521,0,0,0.010828902,0.002119944,0.000126051,0.000584417,5.73E-05,0.000721927,0,0.361158217,0.010061139,0.000103132,0.320546968,0.000171887,0,0,0.033162797,0.197292287
AK_11_Pub,PFAS Recon,NA,NA,NA,0.000598423,NA,NA,0.216176976,0,0,0.002807493,0.000882355,0,0.012742581,0.167212003,0.045045942,0.149152373,0.012925928,0.209404615,0.000240642,0.019698289,0,0,0,0.104175186,0.059541774
AK_12_Pub,PFAS Recon,1,3928.362533,NA,0.030382042,NA,NA,0.129075932,0,0,0.038204826,0.001180293,0,0.016741827,0.208132649,0.102055242,0.086172852,0.002910626,0.092498306,0,0.002601228,0,0,0,0.251219075,0.069224761
IST AK_13_Pub,PFAS Recon,1,105.2658807,NA,0.025247067,NA,NA,0.167441186,0,0,0.036130719,0.001180293,0,0.016810582,0.232712538,0.084786295,0.075000175,0.003174186,0.109308888,0.000229183,0.002234535,0,0,0,0.198999701,0.072078091
AK_14_Pub,PFAS Recon,NA,NA,NA,0.056934179,NA,0.000164248,0.194255611,0,0,0.014896903,0.000607335,0,0.106730578,0.066486023,0.190451171,0.035259823,0.002681442,0.061157515,0.036474493,0.000252101,0,0,0,0.27476764,0.015928227
AK_15_Pub,PFAS Recon,NA,NA,NA,0.014343043,NA,NA,0.225103659,0,0,0.005179538,0.000985487,0,0.034274335,0.195057752,0.118728314,0.178590945,0.000870896,0.084923804,2.29E-05,4.58E-05,0,0,0,0.084282092,0.071894744
AK_16_Pub,PFAS Recon,2,2785.081945,NA,NA,NA,NA,0.05906049,0.000263561,0.003815899,0.130107256,0.012822795,0.012685286,0.066692287,0.072696885,0.429214143,0.084396683,0.00190222,0.056413425,2.29E-05,0,0,0,0,0.023697534,0.046123103
AK_18_Priv,PFAS Recon,NA,NA,NA,0.017652193,NA,6.37E-05,0.000939651,0,0.004537826,0.015412565,0,0,0.004423234,0.013865579,0.411968114,0.045687655,0.076444029,0.422625129,0.000504203,0,0,0,0,0.002223076,0.001375099
AK_2_Priv,PFAS Recon,6,3972.603661,NA,0.093835208,NA,0.000331042,0.016283461,0,0.089094937,0.21611968,0.010771607,0.006669229,0.002108485,0.25535583,0.176092849,0.033907642,0.000297938,0.012181083,0.000217724,0.002979381,0,0.002337668,0.011757094,0.161482425,0.002372045
AK_3_Pub,PFAS Recon,6,3278.98919,NA,0.00090782,NA,2.55E-05,0.349779275,0,0.071906203,0.194049346,0.165791068,0.088774081,0.002727279,0.029106256,0.005672282,0.015458401,0,0.019595157,0.000171887,0,0,0.002360586,0,0.014449996,0.040118505
AK_4_Pub,PFAS Recon,6,4205.324487,NA,0.093813563,NA,0.000332316,0.015653207,0,0.081486058,0.198380907,0.009121488,0.006119189,0.002016811,0.262632394,0.186050855,0.03597029,0.000297938,0.012673826,0.000217724,0.002956462,0,0.002704361,0.011699798,0.169893445,0.002211617
AK_5_Priv,PFAS Recon,9,3585.54964,NA,0.001000766,NA,2.55E-05,0.004182592,0,0.143961376,0.296792138,0.21843443,0.085725945,0.000114592,0.073097956,0.034033693,0.089587681,0,0.012467562,2.29E-05,0,0,0.000687549,0,0.01643243,0.024499675
AK_6_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.063586856,0,0,0.010828902,0.002119944,0.000126051,0.000584417,5.73E-05,0.000710468,0,0.360665473,0.009717364,0.000103132,0.318106168,0.000171887,0,0,0.03326593,0.200031025
AK_7_Pub,PFAS Recon,NA,NA,NA,0.117329024,NA,NA,0,0.000618794,0,0,0,0,0.262586558,0.068445538,0.35445461,0.017990875,0.023686075,0.088705326,0,0.017154356,0,0,0,0.006829657,0
AK_8_Pub,PFAS Recon,NA,NA,NA,0.013093995,NA,6.75E-05,0.091524278,0,0.008250592,0.037162043,0.000126051,9.17E-05,0.026711292,0.384259875,0.156715416,0.04276557,0.000446907,0.104771062,0.006348372,5.73E-05,0.000309397,0,0,0.134450276,0.006119189
AK_9_Pub,PFAS Recon,1,592.2606556,NA,0.015264869,NA,NA,0.326368219,0,0,0.026665456,0.001100079,0,0.021508836,0.280783697,0.17349162,0.0936786,0,0.007826603,0.000263561,0.000160428,0,0,0,0.042868702,0.025187225
AL_3_Pub,PFAS Recon,NA,NA,NA,0.038486212,NA,0.001335628,0.016638694,0,0.024591349,0.005603527,0.000974028,4.58E-05,0.001409476,0.110191243,0.242361147,0.172127981,0,0.032830482,0.03067616,0,0,0.055233131,0.066898552,0.229813372,0.010542423
AL_4_Pub,PFAS Recon,1,4051.291174,NA,0.004581116,NA,7.64E-05,0.225745371,0,0.165344161,0.100382206,0.042249908,0.011218514,0.002417882,0.000240642,0.159018706,0.0048816,0,0.008124542,0.009671528,0,0,0.106386803,0.101046837,0.059553233,0.00366693
AL_5_Pub,PFAS Recon,2,2228.521086,NA,NA,NA,NA,0.009247539,0,0.150367044,0.095557901,0.031707484,0.004549285,0.008158919,0.084832131,0.049870246,0.117410511,0,0.066142248,0.017692937,0,0,0.218170869,0.022310977,0.107028516,0.016879337
AR_3_Pub,PFAS Recon,6,4014.579054,NA,0.002010445,NA,5.09E-05,0.049618145,0,0.117593858,0.296276476,0.212555883,0.143869702,0.001822006,0.077956638,0.013258243,0.022013038,0,0.000527121,0.003644012,0,0,0.036371361,0.000194806,0.022872475,0.001501149
AR_4_Pub,PFAS Recon,4,2229.369887,NA,0.002324935,NA,9.04E-05,0.009258998,0,0.062188839,0.141554953,0.04750966,0.021520295,0.001592823,0.073338598,0.374370623,0.029220848,0,0.041058156,0.032544003,0,0,0.103831412,0.001650118,0.056654067,0.003621093
AR_5_Pub,PFAS Recon,4,2196.115239,NA,0.014548035,NA,0.000411256,0.000171887,0,0.09095132,0.082517382,0.046100184,0.023456892,0.003827358,0.281299359,0.004858682,0.007929736,0,0.010542423,0.029587541,0,0,0.418637343,0,5.73E-05,0
AR_6_Pub,PFAS Recon,NA,NA,NA,0.001429848,NA,7.64E-06,0.008663122,0,0.111818443,0.09909878,0.046168939,0.013659314,0.00203973,0.410650311,0.010565342,0.038869457,0,0.00949964,0.019377433,0,0,0.19658182,0.000126051,0.032028341,0.000756304
AZ_1_Priv,PFAS Recon,1,4406.192305,0.024446199,0.09561265,0.000127324,0.000805961,0,0,0.11403006,0.09190243,0.040233096,0.010210108,0.001008406,0,0.495058453,0,0,0.202368693,0.045114697,0,0,0,0,0,0
IST AZ_2_Priv,PFAS Recon,NA,NA,0.227782555,0.134311493,0.002037183,0.000937104,0.049102483,0,0.020420216,0.003758603,0.000779223,3.44E-05,0,0,0.682278142,0,0,0.088945968,0.010347618,0,0,0,0,0.063449346,0.080764131
AZ_3_Pub,PFAS Recon,2,4806.673323,NA,0.102293338,NA,0.000842885,4.58E-05,0,0.082425708,0.073556322,0.111577801,0.059117785,0,0,0.553248047,0,0,0.054236185,0.059897008,0,0,0,0,0.000332316,0.005466017
AZ_4_Pub,PFAS Recon,NA,NA,0.010567888,0.06216974,NA,0.000175707,4.58E-05,0,0.067322541,0.019629534,0.012983224,0.001249048,0.002074107,0,0.003483583,0,0,0.890067016,0.003082513,0,0,0,0,0,0
AZ_5_Pub,PFAS Recon,4,3555.170813,NA,0.120387345,NA,0.000225363,9.17E-05,0,0.08715834,0.05742183,0.057181188,0.011928981,0.008926682,0,0,0,0,0.503182995,0.18720823,0,0,0.013911415,0.07304066,4.58E-05,0
AZ_6_Pub,PFAS Recon,6,4090.307952,NA,0.080929652,NA,0.000248282,0.000320856,0,0.056952005,0.21815941,0.194656681,0.052838168,0.00203973,0,0,0,0,0.473606913,0.001283425,0,0,0,0,0,0
AZ_7_Pub,PFAS Recon,NA,NA,0.003819719,0.082331489,NA,0.000248282,0.000320856,0,0.10859842,0.229492515,0.106959761,0.009167325,0.003632552,0.000194806,0.001776169,2.29E-05,0,0.536861454,6.88E-05,0,0,2.29E-05,0.000263561,0.002154321,0.000366693
AZ_8_Pub,PFAS Recon,NA,NA,0.090018036,0.115911908,0.000381972,0.000897634,8.02E-05,0,0.036440116,0.012055032,0.010393454,0.00136364,0,0,0.820200543,0,0,0.076272142,0.042158235,0,0,0,0,3.44E-05,0.000905273
CA_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0,0,0.018094007,0.001375099,5.73E-05,0,0.33220093,0,0,0,0,0.641460629,0.006669229,0,0,0,0,0,0
CA_2_Priv,PFAS Recon,NA,NA,NA,0.049265458,NA,0.001019865,0.017016847,0,0.025645591,0.017681478,0.006199403,0.003082513,0.000252101,0,0,0,0,0,2.29E-05,0,0,0.000114592,0.920319188,0.007551584,0.002085566
